id,title,category,description,image_url,link,posted
1Duc1Ky98Yt9a3lUCHi7gGt19ou8_uzTA,אמנות רחוב בלונדון,אנגליה,ציור קיר של ציפור גדולה בטכניקת קו שחור על לבנים עתיקות,https://drive.google.com/thumbnail?id=1Duc1Ky98Yt9a3lUCHi7gGt19ou8_uzTA&sz=w600,https://amitphotos.com,FALSE
1BmHFnp_2eqfYT9D78Uu4019k9hAT9iEW,אדריכלות קתדרלה היסטורית אנגליה,אנגליה,,https://drive.google.com/thumbnail?id=1BmHFnp_2eqfYT9D78Uu4019k9hAT9iEW&sz=w600,https://amitphotos.com,FALSE
1fexmAkIm46K61b-PITUQuFLCVG8q0Uu1,אוניברסיטת קיימברידג' ונהר הקאם,אנגליה,,https://drive.google.com/thumbnail?id=1fexmAkIm46K61b-PITUQuFLCVG8q0Uu1&sz=w600,https://amitphotos.com,FALSE
1gdsKZ9UpW4lPuvzhcbcPLxedASPml6-H,אמנות רחוב בלונדון,אנגליה,ציור קיר צבעוני של פנים אישה עם שיער זורם בסגנון אומנות עירונית,https://drive.google.com/thumbnail?id=1gdsKZ9UpW4lPuvzhcbcPLxedASPml6-H&sz=w600,https://amitphotos.com,FALSE
1PHZ_kjBRX_ifAjHi-k9O79r2H_YD7t7k,שעון רחוב בלונדון,אנגליה,שעון דקורטיבי עתיק על רקע שמיים כחולים בעיר לונדון,https://drive.google.com/thumbnail?id=1PHZ_kjBRX_ifAjHi-k9O79r2H_YD7t7k&sz=w600,https://amitphotos.com,FALSE
13W42seB31mX09kxMi24W9WaJU9bAAOdq,רחוב לונדוני בגשם,אנגליה,תמונה מטושטשת של רחוב אנגלי בעת גשום עם אורות עדשה,https://drive.google.com/thumbnail?id=13W42seB31mX09kxMi24W9WaJU9bAAOdq&sz=w600,https://amitphotos.com,FALSE
16q5moGvz_Qvrmk8iI3DNTE9JDmA_f5Kd,עיניים הלונדון,אנגליה,גלגל התצפיות המפורסם בלונדון מואר על ידי השמש בין עננים,https://drive.google.com/thumbnail?id=16q5moGvz_Qvrmk8iI3DNTE9JDmA_f5Kd&sz=w600,https://amitphotos.com,FALSE
1IqkYIpfg_myAW-f0wywKi4tg06Zgr2Qd,רץ בשדרת העצים,אנגליה,רץ בודד על דרך מוצלה בין שורות עצים ירוקות באנגליה,https://drive.google.com/thumbnail?id=1IqkYIpfg_myAW-f0wywKi4tg06Zgr2Qd&sz=w600,https://amitphotos.com,FALSE
1Qnp_IEW63u5v_lRG9-zyiaP57hSFuxdg,כביש בטונל ירוק,אנגליה,רכב נוסע בכביש צר המוקף בעצים וגדילים עבים באנגליה,https://drive.google.com/thumbnail?id=1Qnp_IEW63u5v_lRG9-zyiaP57hSFuxdg&sz=w600,https://amitphotos.com,FALSE
1UKIQ5TWf6BU0OmUhmtB9hyXHk40o9QAH,שביל ביער בסתיו גרמניה,גרמניה,,https://drive.google.com/thumbnail?id=1UKIQ5TWf6BU0OmUhmtB9hyXHk40o9QAH&sz=w600,https://amitphotos.com,FALSE
16YgTIBO-Qojrm0zQIQslrCV9_bmEb0SQ,מונומנט היסטורי בברלין גרמניה,גרמניה,,https://drive.google.com/thumbnail?id=16YgTIBO-Qojrm0zQIQslrCV9_bmEb0SQ&sz=w600,https://amitphotos.com,FALSE
1I2si-uc6APVK0OOMdkBGqhrerrMd2eDz,עץ בודד בשדה ירוק,גרמניה,עץ יחיד עומד בשדה ירוק רחב תחת שמיים בהירים,https://drive.google.com/thumbnail?id=1I2si-uc6APVK0OOMdkBGqhrerrMd2eDz&sz=w600,https://amitphotos.com,FALSE
1XLpGpRUl1Qe56sc6g517chVWdPrzIhAD,שקט הערב בגרמניה,גרמניה,רחוב צר בשעת הדtwilight עם פנס עתיק וכנסייה רחוקה,https://drive.google.com/thumbnail?id=1XLpGpRUl1Qe56sc6g517chVWdPrzIhAD&sz=w600,https://amitphotos.com,FALSE
1Bi0pZgIkYDSl74ec9UC9tI6X3c0X7N4z,צל של פנס בגרמניה,גרמניה,פנס עתיק מטיל צל דרמטי על קיר אבן צהוב תחת שמיים כחולים,https://drive.google.com/thumbnail?id=1Bi0pZgIkYDSl74ec9UC9tI6X3c0X7N4z&sz=w600,https://amitphotos.com,FALSE
1w8O_ZqZ8Q-yzKFr5YcOZELcOn4s-nMsY,פנס וצל על הקיר,גרמניה,פנס עתיק מטיל צל דרמטי על קיר בנייה עם שמיים כחולים,https://drive.google.com/thumbnail?id=1w8O_ZqZ8Q-yzKFr5YcOZELcOn4s-nMsY&sz=w600,https://amitphotos.com,FALSE
1RnLj3UwKAqNolnTK8LmfVUI_QmfR9ffo,כיכר עיר היסטורית בגרמניה,גרמניה,,https://drive.google.com/thumbnail?id=1RnLj3UwKAqNolnTK8LmfVUI_QmfR9ffo&sz=w600,https://amitphotos.com,FALSE
1jNHa6TWHEJPXhU0feONC_yZMdqehbEd-,חלון זכוכית צבעונית גרמני,גרמניה,חלון זכוכית צבעונית מעוטר בדוגמות גיאומטריות וצבעים עוינים.,https://drive.google.com/thumbnail?id=1jNHa6TWHEJPXhU0feONC_yZMdqehbEd-&sz=w600,https://amitphotos.com,FALSE
1oOoJHPqVKYarqTOJUJ7PQ0qv3d4IDrm9,השתקפות בנהר גרמני,גרמניה,בתים עתיקים משתקפים בזהירות במי הנהר השקט,https://drive.google.com/thumbnail?id=1oOoJHPqVKYarqTOJUJ7PQ0qv3d4IDrm9&sz=w600,https://amitphotos.com,FALSE
1M3vy3gkX5WbO7u3x5iwHYQY_z6K68rki,נשר הים האמריקאי,גרמניה,תמונת פורטרט של נשר הים בעל ראש לבן וחזה חום על רקע שחור,https://drive.google.com/thumbnail?id=1M3vy3gkX5WbO7u3x5iwHYQY_z6K68rki&sz=w600,https://amitphotos.com,FALSE
1GH-pRSXoTrNDjmd7zgg8Oiya2r5Jo_je,נשר ק秃ראש בפרופיל,גרמניה,נשר אמריקאי עם ראש לבן וגוף שחור על רקע חום,https://drive.google.com/thumbnail?id=1GH-pRSXoTrNDjmd7zgg8Oiya2r5Jo_je&sz=w600,https://amitphotos.com,FALSE
10ybFm3HSayPX2SvYxr279qi7MC84vWHE,נשר האריה המלוכי,גרמניה,דיוקן קרוב של נשר אמריקני עם ראש לבן וחזה כהה על רקע שחור,https://drive.google.com/thumbnail?id=10ybFm3HSayPX2SvYxr279qi7MC84vWHE&sz=w600,https://amitphotos.com,FALSE
18LVMgW3oVFcp6q-8pB-iRwPwMHru5r6N,נשר זהוב צעיר,גרמניה,דיוקן קרוב של ציפור טורף צעירה במזכר קשוח וחד,https://drive.google.com/thumbnail?id=18LVMgW3oVFcp6q-8pB-iRwPwMHru5r6N&sz=w600,https://amitphotos.com,FALSE
1oB-I3elJCfqczTwoWn7JYxnOcyqoclrj,נשר זהוב בגרמניה,גרמניה,תמונת פורטרט מקרוב של נשר זהוב עם רקע שחור,https://drive.google.com/thumbnail?id=1oB-I3elJCfqczTwoWn7JYxnOcyqoclrj&sz=w600,https://amitphotos.com,FALSE
1xTyWkvZEfKFiP2YQMZ_qf5GgyTPROzn3,עץ בודד בשדה ירוק,גרמניה,עץ בודד עומד בעמקי שדה ירוק במרחקים של גרמניה,https://drive.google.com/thumbnail?id=1xTyWkvZEfKFiP2YQMZ_qf5GgyTPROzn3&sz=w600,https://amitphotos.com,FALSE
1SXdH6qZNQz1uMF3esSQAHpflvKWw6Hnw,שדה ירוק בגרמניה,גרמניה,נוף רועם של שדה ירוק עם עץ בודד ויער צפוף ברקע,https://drive.google.com/thumbnail?id=1SXdH6qZNQz1uMF3esSQAHpflvKWw6Hnw&sz=w600,https://amitphotos.com,FALSE
1hb61cfQlsoS1ROWmT8r4kE6Ng2nQNdGg,סנאי בענפי היער,גרמניה,סנאי חום עומד על ענף מכוסה שmoss ביער גרמני ירוק,https://drive.google.com/thumbnail?id=1hb61cfQlsoS1ROWmT8r4kE6Ng2nQNdGg&sz=w600,https://amitphotos.com,FALSE
19gBeOQYE1-FvkLtA-fzPwiiKf8xF-i0V,בית טימברד גרמני עתיק,גרמניה,בניין מסורתי גרמני עם קורות עץ וקישוטים גיאומטריים יפים,https://drive.google.com/thumbnail?id=19gBeOQYE1-FvkLtA-fzPwiiKf8xF-i0V&sz=w600,https://amitphotos.com,FALSE
1uG7W_jsw5SHP7eVh_pE4PaUi5eMzl9MX,כרמים בגרמניה,גרמניה,שדות כרמים ירוקים על המדרונות בגרמניה עם נוף הררי מקסים,https://drive.google.com/thumbnail?id=1uG7W_jsw5SHP7eVh_pE4PaUi5eMzl9MX&sz=w600,https://amitphotos.com,FALSE
1v_AifY9gLwMSGjQ95lsulCP6MaiL7Qj4,מדוזות זוהרות בחושך,גרמניה,מדוזות בעלות זוהר כחול יפה שוחות בעומק הים האפל,https://drive.google.com/thumbnail?id=1v_AifY9gLwMSGjQ95lsulCP6MaiL7Qj4&sz=w600,https://amitphotos.com,FALSE
1tg2z-fvban2eXxY_Y0j0o-3TIAHKNnp3,ירקות טריים בשוק,גרמניה,גזר כתום וצנוניות אדומות신 טריים במשחק צבעים חויה בשוק,https://drive.google.com/thumbnail?id=1tg2z-fvban2eXxY_Y0j0o-3TIAHKNnp3&sz=w600,https://amitphotos.com,FALSE
1aAVQrQeiZEgiDo_JMoqyiLo9n6x3qpfu,ירקות טריים בשוק,גרמניה,תערוכת ירקות צבעוניים בשוק הקיץ הגרמני,https://drive.google.com/thumbnail?id=1aAVQrQeiZEgiDo_JMoqyiLo9n6x3qpfu&sz=w600,https://amitphotos.com,FALSE
17TBkjwBoT2x1yzuxvm8Vgs314SEZvwMf,גזר טרי בשוק,גרמניה,סלסלות גזר צהוב וכתום신tרי במשק חקלאי גרמני,https://drive.google.com/thumbnail?id=17TBkjwBoT2x1yzuxvm8Vgs314SEZvwMf&sz=w600,https://amitphotos.com,FALSE
1den9gI7vGQGgDKFhGfRlJ3kqpkEikTcC,זינניות צבעוניות,גרמניה,"אוסף פרחי זינניה בצבעים עזים של ורוד, כתום ואדום",https://drive.google.com/thumbnail?id=1den9gI7vGQGgDKFhGfRlJ3kqpkEikTcC&sz=w600,https://amitphotos.com,FALSE
1VO9kO_wqs-ziA1jUwQH343YJ5wNgxMWF,תימנון קתדרלה גותית,גרמניה,דלת כניסה מעוטרת של קתדרלה גותית בגרמניה עם פסלים דקורטיביים,https://drive.google.com/thumbnail?id=1VO9kO_wqs-ziA1jUwQH343YJ5wNgxMWF&sz=w600,https://amitphotos.com,FALSE
11wxIXv9ZTmahj7_7L3QacFztEomMFgk4,דלת קתדרלה גותית,גרמניה,דלת עתיקה בדוגמת גותית עם עיטורים מפורטים וקשתות מעוקלות,https://drive.google.com/thumbnail?id=11wxIXv9ZTmahj7_7L3QacFztEomMFgk4&sz=w600,https://amitphotos.com,FALSE
1hWbN5TL_IKSS-FITYFo8LC5BgUmoUA39,חלונות ויטראז גוטיים,גרמניה,חלונות ויטראז צבעוניים מהתקופה הגותית בקתדרלה גרמנית,https://drive.google.com/thumbnail?id=1hWbN5TL_IKSS-FITYFo8LC5BgUmoUA39&sz=w600,https://amitphotos.com,FALSE
14rG5W3jwcADiqLxUREUXAqKPjGbGxulA,שקיעה ים תיכונית בחוף יוון,הולנד,,https://drive.google.com/thumbnail?id=14rG5W3jwcADiqLxUREUXAqKPjGbGxulA&sz=w600,https://amitphotos.com,FALSE
1nPkQltk-kwphzeMCSkBxiMjoWOL-nU92,שדה פרחים בהולנד,הולנד,שדה פרחים אדומים שופע מתחת לעצים ירוקים עבים בהולנד,https://drive.google.com/thumbnail?id=1nPkQltk-kwphzeMCSkBxiMjoWOL-nU92&sz=w600,https://amitphotos.com,FALSE
16_kIsahWG_P5Glk3AVqv4Q95ZKqSoXV9,ערב בהולנד,הולנד,תעלה הולנדית בשקיעה עם מגדל עתיק ובנייני אדום עתיקים,https://drive.google.com/thumbnail?id=16_kIsahWG_P5Glk3AVqv4Q95ZKqSoXV9&sz=w600,https://amitphotos.com,FALSE
1UW89XVzBQ7IL7ei8re_pxx7y3z_1WYjd,עץ עתיק בהולנד,הולנד,טקסטורת עץ מעבר לזמן עם צבע טורקיז בוהק ותבליטים טבעיים,https://drive.google.com/thumbnail?id=1UW89XVzBQ7IL7ei8re_pxx7y3z_1WYjd&sz=w600,https://amitphotos.com,FALSE
1yX492uqDKYSZtMlBeJ9RFySzpUT-ppx8,אריחי רצפה הולנדיים,הולנד,"תבנית צבעונית של אריחים מרובעים בגוונים אדומים, כחולים וקרם",https://drive.google.com/thumbnail?id=1yX492uqDKYSZtMlBeJ9RFySzpUT-ppx8&sz=w600,https://amitphotos.com,FALSE
1uDhUdoUgBx1ZbM8hmRBCQSl9JmHiW1bd,נוף הולנדי מסורתי צילום אמנותי,הולנד,,https://drive.google.com/thumbnail?id=1uDhUdoUgBx1ZbM8hmRBCQSl9JmHiW1bd&sz=w600,https://amitphotos.com,FALSE
115eqcCv8hlzJp7T5hVcqrVJeMOLQbxa6,בתי תעלות באמסטרדם והשתקפות,הולנד,,https://drive.google.com/thumbnail?id=115eqcCv8hlzJp7T5hVcqrVJeMOLQbxa6&sz=w600,https://amitphotos.com,FALSE
1MEXl9agfUsf8bX-LrVXQ9fQoMN3R6F2R,דרך כפרית בהולנד,הולנד,שדות ירוקים וסיחים לאורך דרך כפרית בנוף הולנדי אופייני,https://drive.google.com/thumbnail?id=1MEXl9agfUsf8bX-LrVXQ9fQoMN3R6F2R&sz=w600,https://amitphotos.com,FALSE
1eV1m_7ednH16DOdthfISdMi-qhaeAguw,טחנות הרוח ההולנדיות,הולנד,נוף קלאסי הולנדי עם טחנות רוח מסורתיות לאורך התעלה השקטה,https://drive.google.com/thumbnail?id=1eV1m_7ednH16DOdthfISdMi-qhaeAguw&sz=w600,https://amitphotos.com,FALSE
1ECRFTE6sAMkCwPwCK2yblfvgOfUDLram,טחנת רוח הולנדית,הולנד,טחנת רוח מסורתית על גשר עץ מעל תעלה בהולנד,https://drive.google.com/thumbnail?id=1ECRFTE6sAMkCwPwCK2yblfvgOfUDLram&sz=w600,https://amitphotos.com,FALSE
1KMCA9iUrSibvmGIoOP341nTxkb2f8uFx,טחנת רוח הולנדית,הולנד,טחנת רוח מסורתית על גדות תעלה בהולנד עם אווז לבן,https://drive.google.com/thumbnail?id=1KMCA9iUrSibvmGIoOP341nTxkb2f8uFx&sz=w600,https://amitphotos.com,FALSE
1o1YBlK6a6yx8tYXB71Mux391w1kLKbaE,טחנת רוח הולנדית,הולנד,טחנת רוח מסורתית על גדות תעלה הולנדית בנוף ירוק ושלום,https://drive.google.com/thumbnail?id=1o1YBlK6a6yx8tYXB71Mux391w1kLKbaE&sz=w600,https://amitphotos.com,FALSE
1PMHbwVK89VV6-pJFms4_0hiwG-yCS3KA,ינשוף עם עיניים זהובות,הולנד,ינשוף מדהים עם עיניים כתומות בוהקות על רקע שחור,https://drive.google.com/thumbnail?id=1PMHbwVK89VV6-pJFms4_0hiwG-yCS3KA&sz=w600,https://amitphotos.com,FALSE
1ByCvB6E1ZptVJNxNEYUMPbkZYLVfflRO,טירת מואר בהולנד,הולנד,טירה עתיקה עם מגדלים מרשימים וגנים מטופלים בסביבתה,https://drive.google.com/thumbnail?id=1ByCvB6E1ZptVJNxNEYUMPbkZYLVfflRO&sz=w600,https://amitphotos.com,FALSE
1vKAYdSH0PGYUvRhTl59v_CLvvRAOKyzR,טחנות הרוח ההולנדיות,הולנד,"טחנות רוח מסורתיות על גדת הנהר בהולנד, בין דשא ירוק",https://drive.google.com/thumbnail?id=1vKAYdSH0PGYUvRhTl59v_CLvvRAOKyzR&sz=w600,https://amitphotos.com,FALSE
1_SUtLt8EAkXhLt92VGtPDwiz0CP9BGqX,גגות אדומים של יוון,יוון,קונסטרוקציה מסורתית יוונית עם גגות אריחים אדומים ועד עתיקה,https://drive.google.com/thumbnail?id=1_SUtLt8EAkXhLt92VGtPDwiz0CP9BGqX&sz=w600,https://amitphotos.com,FALSE
1A5PDiwG9dUZI2AKTBJQMPqVG-EY76yby,קומיני עתיקים ביוון,יוון,קומיני עץ ולבנים עם גגות כתום בכפר יווני מסורתי,https://drive.google.com/thumbnail?id=1A5PDiwG9dUZI2AKTBJQMPqVG-EY76yby&sz=w600,https://amitphotos.com,FALSE
1edGYGkeg96Bk2-Cp93ESOpTn_fjD3IdV,שקיעה על הים ביוון,יוון,דמות בודדת על רציף משקיפה לשקיעה מתהפכת מעל הימים היווניים,https://drive.google.com/thumbnail?id=1edGYGkeg96Bk2-Cp93ESOpTn_fjD3IdV&sz=w600,https://amitphotos.com,FALSE
15eQX3B704rjwH40d-SLDlRTRODP8JsGy,שער אבן בעיר העתיקה,יוון,שער אבן מואר בתאורה חמימה בעיר יוונית עתיקה בלילה,https://drive.google.com/thumbnail?id=15eQX3B704rjwH40d-SLDlRTRODP8JsGy&sz=w600,https://amitphotos.com,FALSE
1xVy1KFYjrd_33fbJsuQ3QgmdXnNmM3eq,שתי דובים בקפה יווני,יוון,פסלי דובים יושבים בקפה עם משקה וספר בין שתיהן,https://drive.google.com/thumbnail?id=1xVy1KFYjrd_33fbJsuQ3QgmdXnNmM3eq&sz=w600,https://amitphotos.com,FALSE
1OvOmi9DDMOShB2QTj7pP--P_vbi-3T3C,אדריכלות יוונית כחול ולבן,יוון,,https://drive.google.com/thumbnail?id=1OvOmi9DDMOShB2QTj7pP--P_vbi-3T3C&sz=w600,https://amitphotos.com,FALSE
1sN2DiFiRBMTNPqf3POewpYefbbSebKMV,רשתות דיג יווניות,יוון,רשתות דיג מסורתיות עם צפים אדומים על החוף היווני,https://drive.google.com/thumbnail?id=1sN2DiFiRBMTNPqf3POewpYefbbSebKMV&sz=w600,https://amitphotos.com,FALSE
1MuKUkfLsKWhuwizKoOjjgFsyyqvEv5Q8,חצר כפרית ביוון,יוון,חצר אבן מסורתית בכפר יווני עם בתים עתיקים וצל טבעי,https://drive.google.com/thumbnail?id=1MuKUkfLsKWhuwizKoOjjgFsyyqvEv5Q8&sz=w600,https://amitphotos.com,FALSE
1f8P_3sz4yVElh3ejItjZIujzvtCb4ixO,קיר צהוב יווני,יוון,קיר צהוב עתיק בעל סדקים וגדול ירוק טבעי ביוון,https://drive.google.com/thumbnail?id=1f8P_3sz4yVElh3ejItjZIujzvtCb4ixO&sz=w600,https://amitphotos.com,FALSE
1k9gIfRFpdQ_D3ZBd8ecirMXqQBGBEtST,עמקי מטאורה ביוון,יוון,"נוף עוצר נשימה של סלעים ענקיים, כפרים וחקלאות בעמק מטאורה",https://drive.google.com/thumbnail?id=1k9gIfRFpdQ_D3ZBd8ecirMXqQBGBEtST&sz=w600,https://amitphotos.com,FALSE
1hZCGkvLlriQTJR0gq0ZAIeAop-pG4nqv,קורות רעפים יווניים עתיקים,יוון,בתים עתיקים עם גגות רעפים אבן בכפר יווני מסורתי,https://drive.google.com/thumbnail?id=1hZCGkvLlriQTJR0gq0ZAIeAop-pG4nqv&sz=w600,https://amitphotos.com,FALSE
18RmlIY8iORAWgeySZXlrehhg9ywlpc5D,כרמים ירוקים ביוון,יוון,שדות כרמים מעוטרים בעצים ירוקים בעמק יווני פורה,https://drive.google.com/thumbnail?id=18RmlIY8iORAWgeySZXlrehhg9ywlpc5D&sz=w600,https://amitphotos.com,FALSE
1_aR8jkePIvKyJ-5sL8Wc5N9BhXlC_OnY,דלתות תורכוז עתיקות ביוון,יוון,דלתות כחולות עם פטינה עתיקה בשביל צר בכפר יווני,https://drive.google.com/thumbnail?id=1_aR8jkePIvKyJ-5sL8Wc5N9BhXlC_OnY&sz=w600,https://amitphotos.com,FALSE
1O5kxNYqAFLcYuJJkN_6gVaHtLBO_-5qL,חנות דבש יוונית מסורתית,יוון,מדפים עמוסים בצנצנות דבש וריבות בצבעים תופסי עין,https://drive.google.com/thumbnail?id=1O5kxNYqAFLcYuJJkN_6gVaHtLBO_-5qL&sz=w600,https://amitphotos.com,FALSE
1GJPkn3GfQ2qpX3cxTVva4voGz9m0i44E,חנות ריבות יוונית מסורתית,יוון,מדפים עם צנצנות ריבה וממרחים יווניים צבעוניים בחנות מקומית,https://drive.google.com/thumbnail?id=1GJPkn3GfQ2qpX3cxTVva4voGz9m0i44E&sz=w600,https://amitphotos.com,FALSE
1mMxsQIX70Ojcrdn-T5MB9LYWoXwIakTD,קליפות עץ עתיק,יוון,מרקם מפורט של קליפת עץ מיובשת בגוונים אפורים וחומים,https://drive.google.com/thumbnail?id=1mMxsQIX70Ojcrdn-T5MB9LYWoXwIakTD&sz=w600,https://amitphotos.com,FALSE
1nKqihv18Bce0Q-B3KSkTHJHTwzFXF-47,דלת עתיקה יוונית,יוון,דלת עץ כחולה עם חומרה מתכתית וקסם היסטורי של יוון,https://drive.google.com/thumbnail?id=1nKqihv18Bce0Q-B3KSkTHJHTwzFXF-47&sz=w600,https://amitphotos.com,FALSE
1g9FjR7lI5b1G5o7Swv3L9wyR4Pmj5IqG,השתקפות בימים היוונים,יוון,השתקפות של בנייה ועצים במים טורקיזים של אגם או ים ביוון,https://drive.google.com/thumbnail?id=1g9FjR7lI5b1G5o7Swv3L9wyR4Pmj5IqG&sz=w600,https://amitphotos.com,FALSE
1IaD571TCZXpmWAkVNjR9On2MPau0HT7K,פרחים סגולים יוונים,יוון,זרקתון פרחים סגולים עם לב לבן בעדינות בטבע יווני,https://drive.google.com/thumbnail?id=1IaD571TCZXpmWAkVNjR9On2MPau0HT7K&sz=w600,https://amitphotos.com,FALSE
1jvLVyX8GysbfXZN78Rbbyp0WsUNdmNUy,גשר אבן על הנהר,יוון,נהר זורם תחת גשר אבן עתיק בתוך עמק ירוק בהרי יוון,https://drive.google.com/thumbnail?id=1jvLVyX8GysbfXZN78Rbbyp0WsUNdmNUy&sz=w600,https://amitphotos.com,FALSE
1ws3TKrzadnML6NYfJnNxsRben26DFKO2,מפלות המים של יוון,יוון,מפל מימי עוצמתי עם מים טורקיזים זורמים בין סלעים,https://drive.google.com/thumbnail?id=1ws3TKrzadnML6NYfJnNxsRben26DFKO2&sz=w600,https://amitphotos.com,FALSE
1oQ0SiZm5NsCuAP4qxgB2zZUbwrXrqxTW,סמטה לבנה באי יווני צילום רחוב,יוון,,https://drive.google.com/thumbnail?id=1oQ0SiZm5NsCuAP4qxgB2zZUbwrXrqxTW&sz=w600,https://amitphotos.com,FALSE
1L2si56DPncjQ7YPgrnSn8qQ_V-JK-6Qe,חלון בעלי הזרעים,יוון,חלון עתיק מוסתר בתוך כיסוי צמחיה ירוקה בעיירה יוונית,https://drive.google.com/thumbnail?id=1L2si56DPncjQ7YPgrnSn8qQ_V-JK-6Qe&sz=w600,https://amitphotos.com,FALSE
1peWEB-o9X0w8ouezEqnNop20NRVyHnqr,ירקות טריים מיוונית,יוון,דלעת צהובה וכרוב ירוק על רקע עץ טורקיז,https://drive.google.com/thumbnail?id=1peWEB-o9X0w8ouezEqnNop20NRVyHnqr&sz=w600,https://amitphotos.com,FALSE
19thgJ1SLZtLlziRWLWfCTVV1irhjtmGX,מפלי מים ביוון,יוון,מפלי מים עוצמתיים בין סלעים ירוקים בקניון יווני מרהיב,https://drive.google.com/thumbnail?id=19thgJ1SLZtLlziRWLWfCTVV1irhjtmGX&sz=w600,https://amitphotos.com,FALSE
1rmutyjSPsV0L-WBVKFfO0USF7l4anBdg,צלב על כנסייה יוונית,יוון,צלב עץ זהוב על קומת כנסייה קלאסית מול שמיים כחולים,https://drive.google.com/thumbnail?id=1rmutyjSPsV0L-WBVKFfO0USF7l4anBdg&sz=w600,https://amitphotos.com,FALSE
1h2mARoqKNE1tSLSO8e15DdCzku44pH5Z,דלת עתיקה יוונית,יוון,דלת עץ מעוטרת עם פרטים מתכתיים וחריטות זהב עדינות,https://drive.google.com/thumbnail?id=1h2mARoqKNE1tSLSO8e15DdCzku44pH5Z&sz=w600,https://amitphotos.com,FALSE
12nEvb5jWhki41SoS3G7JTlaJ2nKE7wsR,מנזרי מטאורה יוון נוף הררי,יוון,,https://drive.google.com/thumbnail?id=12nEvb5jWhki41SoS3G7JTlaJ2nKE7wsR&sz=w600,https://amitphotos.com,FALSE
1RL3drU2FA9li_--J3fb1lPkUae7J4np6,שוברי גלים יוונים,יוון,שוברי גלים בטון לבן על חוף יווני תחת שמיים כחולים.,https://drive.google.com/thumbnail?id=1RL3drU2FA9li_--J3fb1lPkUae7J4np6&sz=w600,https://amitphotos.com,FALSE
1bwCjLweaRzBfN-yMzW9GUPwdBJL-QNRr,אופק כחול אינסופי,יוון,נוף ים יווני עם שמיים맑은 וקו אופק ברור,https://drive.google.com/thumbnail?id=1bwCjLweaRzBfN-yMzW9GUPwdBJL-QNRr&sz=w600,https://amitphotos.com,FALSE
1hjxpbXvrYRHBK9rqSXVW9lucISvhJTCZ,מפל מים בגוונים כחולים,יוון,מפל מימי בעיצוב סלעי טבעיים ובריכה בצבע טורקיז עמוק,https://drive.google.com/thumbnail?id=1hjxpbXvrYRHBK9rqSXVW9lucISvhJTCZ&sz=w600,https://amitphotos.com,FALSE
1Tof9c4pWfn0bEwBEMz7m48OWlWyrWkk3,מנזר על הסלע,יוון,מנזר עתיק על צוק סלעי בנוף הררי יווני משגע,https://drive.google.com/thumbnail?id=1Tof9c4pWfn0bEwBEMz7m48OWlWyrWkk3&sz=w600,https://amitphotos.com,FALSE
1bNUD9_bLskhZpw8hrpTt-kNceho6fUsy,ילד בחופי יוון,יוון,"ילד עומד בים בזריחה, סירות דיג מטושטשות ברקע",https://drive.google.com/thumbnail?id=1bNUD9_bLskhZpw8hrpTt-kNceho6fUsy&sz=w600,https://amitphotos.com,FALSE
1sPaSdngAz71GjCD1WytEIh9LkExcV9MY,חלון יווני עם נוף,יוון,חלון מסורתי יווני עם נוף ירוק וחפצי עיצוב בפנים,https://drive.google.com/thumbnail?id=1sPaSdngAz71GjCD1WytEIh9LkExcV9MY&sz=w600,https://amitphotos.com,FALSE
1caBkdcEpt-4bIsN-3YRzsTAfOZ2g9Rpu,חוף טורקיז ביוון,יוון,חוף יחידה עם מים כחולים וסלעים בתוך מדרון עציץ,https://drive.google.com/thumbnail?id=1caBkdcEpt-4bIsN-3YRzsTAfOZ2g9Rpu&sz=w600,https://amitphotos.com,FALSE
11j8dfbuZSBVGmr4GA40UzmrdLh0gscqR,חוף טורקיז ביוון,יוון,רחצים נהנים במים הצלולים של חוף יווני יפהפה,https://drive.google.com/thumbnail?id=11j8dfbuZSBVGmr4GA40UzmrdLh0gscqR&sz=w600,https://amitphotos.com,FALSE
1gnUdX0Lg7kKhK-RamHVeE6hgeiy7qYSZ,רשתות דיג ביוונית,יוון,רשתות דיג צהובות תלויות על החוף היווני עם כדורים אדומים,https://drive.google.com/thumbnail?id=1gnUdX0Lg7kKhK-RamHVeE6hgeiy7qYSZ&sz=w600,https://amitphotos.com,FALSE
1YD55X9pPo8FWHPqAaIpgw3b_TpS3SjX7,חתול ביוון העתיקה,יוון,חתול מחוספס על אבנים עתיקות מול בניין היסטורי ביוון,https://drive.google.com/thumbnail?id=1YD55X9pPo8FWHPqAaIpgw3b_TpS3SjX7&sz=w600,https://amitphotos.com,FALSE
1-QdedjPvx0mSSFlH10h3x8-XdJ5_K0Zx,נהר בעמק ההרים,מונטנגרו,נהר זורם בעמק משופע בין הרים סלעיים ויער צפוף בירוקות.,https://drive.google.com/thumbnail?id=1-QdedjPvx0mSSFlH10h3x8-XdJ5_K0Zx&sz=w600,https://amitphotos.com,FALSE
1oQteqzfUcTFhLPVXBFPZ38e1VNxsaUVn,יער מחטים צפוף,מונטנגרו,נוף אווירי של יער אורן סמיך ירוק בהרים,https://drive.google.com/thumbnail?id=1oQteqzfUcTFhLPVXBFPZ38e1VNxsaUVn&sz=w600,https://amitphotos.com,FALSE
